ASV_numbers,phylum,class,order,family,genus,species
ASV_45042,NA,NA,NA,NA,NA,NA
ASV_45043,NA,NA,NA,NA,NA,NA
ASV_45044,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,Chthoniobacteraceae,Candidatus Udaeobacter,NA
ASV_45045,NA,NA,NA,NA,NA,NA
ASV_45046,NA,NA,NA,NA,NA,NA
ASV_45047,NA,NA,NA,NA,NA,NA
ASV_45048,NA,NA,NA,NA,NA,NA
ASV_45049,NA,NA,NA,NA,NA,NA
ASV_45050,NA,NA,NA,NA,NA,NA
ASV_45051,NA,NA,NA,NA,NA,NA
ASV_45052,NA,NA,NA,NA,NA,NA
ASV_45053,NA,NA,NA,NA,NA,NA
ASV_45054,NA,NA,NA,NA,NA,NA
ASV_45055,NA,NA,NA,NA,NA,NA
ASV_45056,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,Chthoniobacteraceae,NA,NA
ASV_45057,NA,NA,NA,NA,NA,NA
ASV_45058,NA,NA,NA,NA,NA,NA
ASV_45059,NA,NA,NA,NA,NA,NA
ASV_45060,NA,NA,NA,NA,NA,NA
ASV_45061,NA,NA,NA,NA,NA,NA
ASV_45062,NA,NA,NA,NA,NA,NA
ASV_45063,NA,NA,NA,NA,NA,NA
ASV_45064,NA,NA,NA,NA,NA,NA
ASV_45065,NA,NA,NA,NA,NA,NA
ASV_45066,NA,NA,NA,NA,NA,NA
ASV_45067,NA,NA,NA,NA,NA,NA
ASV_45068,Proteobacteria,Gammaproteobacteria,NA,NA,NA,NA
ASV_45069,NA,NA,NA,NA,NA,NA
ASV_45070,NA,NA,NA,NA,NA,NA
ASV_45071,Myxococcota,Polyangia,Polyangiales,Polyangiaceae,Pajaroellobacter,NA
ASV_45072,Myxococcota,Polyangia,Polyangiales,Polyangiaceae,Pajaroellobacter,NA
ASV_45073,Acidobacteriota,Acidobacteriae,Subgroup 2,NA,NA,NA
ASV_45074,Myxococcota,Myxococcia,Myxococcales,Myxococcaceae,KD3-10,NA
ASV_45075,Acidobacteriota,Acidobacteriae,Acidobacteriales,Acidobacteriaceae (Subgroup 1),Granulicella,NA
ASV_45076,Proteobacteria,Alphaproteobacteria,Rhizobiales,NA,NA,NA
ASV_45077,Proteobacteria,Gammaproteobacteria,Burkholderiales,NA,NA,NA
ASV_45078,Verrucomicrobiota,Verrucomicrobiae,Opitutales,Opitutaceae,Lacunisphaera,NA
ASV_45079,FCPU426,NA,NA,NA,NA,NA
ASV_45080,Proteobacteria,Gammaproteobacteria,WD260,NA,NA,NA
ASV_45081,NA,NA,NA,NA,NA,NA
ASV_45082,Actinobacteriota,Actinobacteria,Micromonosporales,Micromonosporaceae,NA,NA
ASV_45083,NA,NA,NA,NA,NA,NA
ASV_45084,NA,NA,NA,NA,NA,NA
ASV_45085,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,NA,NA
ASV_45086,NA,NA,NA,NA,NA,NA
ASV_45087,NA,NA,NA,NA,NA,NA
ASV_45088,NA,NA,NA,NA,NA,NA
ASV_45089,Actinobacteriota,NA,NA,NA,NA,NA
ASV_45090,Proteobacteria,Alphaproteobacteria,Rhizobiales,NA,NA,NA
ASV_45091,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,NA,NA,NA
ASV_45092,NA,NA,NA,NA,NA,NA
ASV_45093,NA,NA,NA,NA,NA,NA
ASV_45094,NA,NA,NA,NA,NA,NA
ASV_45095,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,Chthoniobacteraceae,Candidatus Udaeobacter,NA
ASV_45096,NA,NA,NA,NA,NA,NA
ASV_45097,NA,NA,NA,NA,NA,NA
ASV_45098,NA,NA,NA,NA,NA,NA
ASV_45099,NA,NA,NA,NA,NA,NA
ASV_45100,Proteobacteria,Alphaproteobacteria,Rhizobiales,NA,NA,NA
ASV_45101,Proteobacteria,Alphaproteobacteria,NA,NA,NA,NA
ASV_45102,NA,NA,NA,NA,NA,NA
ASV_45103,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,NA,NA,NA
ASV_45104,NA,NA,NA,NA,NA,NA
ASV_45105,NA,NA,NA,NA,NA,NA
ASV_45106,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Ellin6067,NA
ASV_45107,NA,NA,NA,NA,NA,NA
ASV_45108,NA,NA,NA,NA,NA,NA
ASV_45109,NA,NA,NA,NA,NA,NA
ASV_45110,NA,NA,NA,NA,NA,NA
ASV_45111,NA,NA,NA,NA,NA,NA
ASV_45112,Proteobacteria,Gammaproteobacteria,Burkholderiales,NA,NA,NA
ASV_45113,NA,NA,NA,NA,NA,NA
ASV_45114,Proteobacteria,Alphaproteobacteria,Rhizobiales,NA,NA,NA
ASV_45115,Chloroflexi,Ktedonobacteria,Ktedonobacterales,Ktedonobacteraceae,1959-1,NA
ASV_45116,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,NA,NA
ASV_45117,NA,NA,NA,NA,NA,NA
ASV_45118,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,Chthoniobacteraceae,Candidatus Udaeobacter,NA
ASV_45119,NA,NA,NA,NA,NA,NA
ASV_45120,NA,NA,NA,NA,NA,NA
ASV_45121,NA,NA,NA,NA,NA,NA
ASV_45122,NA,NA,NA,NA,NA,NA
ASV_45123,NA,NA,NA,NA,NA,NA
ASV_45124,NA,NA,NA,NA,NA,NA
ASV_45125,NA,NA,NA,NA,NA,NA
ASV_45126,NA,NA,NA,NA,NA,NA
ASV_45127,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,Chthoniobacteraceae,Candidatus Udaeobacter,NA
ASV_45128,NA,NA,NA,NA,NA,NA
ASV_45129,NA,NA,NA,NA,NA,NA
ASV_45130,NA,NA,NA,NA,NA,NA
ASV_45131,Proteobacteria,Gammaproteobacteria,Burkholderiales,NA,NA,NA
ASV_45132,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,Vicinamibacteraceae,NA,NA
ASV_45133,Proteobacteria,Gammaproteobacteria,Burkholderiales,NA,NA,NA
ASV_45134,NA,NA,NA,NA,NA,NA
ASV_45135,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,Chthoniobacteraceae,Chthoniobacter,NA
ASV_45136,Myxococcota,Polyangia,Haliangiales,Haliangiaceae,Haliangium,NA
ASV_45137,Patescibacteria,Saccharimonadia,Saccharimonadales,NA,NA,NA
ASV_45138,NA,NA,NA,NA,NA,NA
ASV_45139,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio,NA
ASV_45140,Acidobacteriota,NA,NA,NA,NA,NA
ASV_45141,NA,NA,NA,NA,NA,NA
ASV_45142,Proteobacteria,Gammaproteobacteria,Burkholderiales,NA,NA,NA
ASV_45143,Patescibacteria,NA,NA,NA,NA,NA
ASV_45144,Actinobacteriota,Actinobacteria,Micrococcales,NA,NA,NA
ASV_45145,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,Xiphinematobacteraceae,Candidatus Xiphinematobacter,NA
ASV_45146,NA,NA,NA,NA,NA,NA
ASV_45147,NA,NA,NA,NA,NA,NA
ASV_45148,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,Chthoniobacteraceae,Chthoniobacter,NA
ASV_45149,Proteobacteria,Gammaproteobacteria,Burkholderiales,NA,NA,NA
ASV_45150,NA,NA,NA,NA,NA,NA
ASV_45151,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,Chthoniobacteraceae,NA,NA
ASV_45152,NA,NA,NA,NA,NA,NA
ASV_45153,NA,NA,NA,NA,NA,NA
ASV_45154,Actinobacteriota,Actinobacteria,NA,NA,NA,NA
ASV_45155,Verrucomicrobiota,Chlamydiae,Chlamydiales,Parachlamydiaceae,Neochlamydia,NA
ASV_45156,NA,NA,NA,NA,NA,NA
ASV_45157,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,Chthoniobacteraceae,Chthoniobacter,NA
ASV_45158,NA,NA,NA,NA,NA,NA
ASV_45159,NA,NA,NA,NA,NA,NA
ASV_45160,NA,NA,NA,NA,NA,NA
ASV_45161,NA,NA,NA,NA,NA,NA
ASV_45162,NA,NA,NA,NA,NA,NA
ASV_45163,Patescibacteria,Saccharimonadia,Saccharimonadales,WWH38,NA,NA
ASV_45164,NA,NA,NA,NA,NA,NA
ASV_45165,NA,NA,NA,NA,NA,NA
ASV_45166,NA,NA,NA,NA,NA,NA
ASV_45167,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,NA,NA
ASV_45168,NA,NA,NA,NA,NA,NA
ASV_45169,NA,NA,NA,NA,NA,NA
ASV_45170,NA,NA,NA,NA,NA,NA
ASV_45171,Chloroflexi,TK10,NA,NA,NA,NA
ASV_45172,NA,NA,NA,NA,NA,NA
ASV_45173,NA,NA,NA,NA,NA,NA
ASV_45174,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,NA,NA
ASV_45175,NA,NA,NA,NA,NA,NA
ASV_45176,Chloroflexi,TK10,NA,NA,NA,NA
ASV_45177,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,NA,NA
ASV_45178,Actinobacteriota,Actinobacteria,Propionibacteriales,Nocardioidaceae,NA,NA
ASV_45179,Acidobacteriota,Blastocatellia,Pyrinomonadales,Pyrinomonadaceae,RB41,NA
ASV_45180,NA,NA,NA,NA,NA,NA
ASV_45181,NA,NA,NA,NA,NA,NA
ASV_45182,NA,NA,NA,NA,NA,NA
ASV_45183,NA,NA,NA,NA,NA,NA
ASV_45184,NA,NA,NA,NA,NA,NA
ASV_45185,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Rubritaleaceae,Luteolibacter,NA
ASV_45186,NA,NA,NA,NA,NA,NA
ASV_45187,NA,NA,NA,NA,NA,NA
ASV_45188,NA,NA,NA,NA,NA,NA
ASV_45189,NA,NA,NA,NA,NA,NA
ASV_45190,NA,NA,NA,NA,NA,NA
ASV_45191,Proteobacteria,Gammaproteobacteria,Salinisphaerales,NA,NA,NA
ASV_45192,Proteobacteria,Gammaproteobacteria,CCD24,NA,NA,NA
ASV_45193,NA,NA,NA,NA,NA,NA
ASV_45194,NA,NA,NA,NA,NA,NA
ASV_45195,Firmicutes,Bacilli,NA,NA,NA,NA
ASV_45196,NA,NA,NA,NA,NA,NA
ASV_45197,Acidobacteriota,Vicinamibacteria,NA,NA,NA,NA
ASV_45198,Proteobacteria,Gammaproteobacteria,Burkholderiales,NA,NA,NA
ASV_45199,Proteobacteria,Gammaproteobacteria,Burkholderiales,NA,NA,NA
ASV_45200,Proteobacteria,Gammaproteobacteria,Burkholderiales,NA,NA,NA
ASV_45201,Actinobacteriota,Actinobacteria,NA,NA,NA,NA
ASV_45202,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,NA,NA,NA
ASV_45203,NA,NA,NA,NA,NA,NA
ASV_45204,NA,NA,NA,NA,NA,NA
ASV_45205,Actinobacteriota,Actinobacteria,Micromonosporales,Micromonosporaceae,NA,NA
ASV_45206,Patescibacteria,Parcubacteria,Candidatus Adlerbacteria,NA,NA,NA
ASV_45207,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Pirellula,NA
ASV_45208,NA,NA,NA,NA,NA,NA
ASV_45209,NA,NA,NA,NA,NA,NA
ASV_45210,NA,NA,NA,NA,NA,NA
ASV_45211,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,Chthoniobacteraceae,Candidatus Udaeobacter,NA
ASV_45212,NA,NA,NA,NA,NA,NA
ASV_45213,Planctomycetota,Phycisphaerae,Tepidisphaerales,WD2101 soil group,NA,NA
ASV_45214,Proteobacteria,Gammaproteobacteria,Burkholderiales,NA,NA,NA
ASV_45215,NA,NA,NA,NA,NA,NA
ASV_45216,NA,NA,NA,NA,NA,NA
ASV_45217,NB1-j,NA,NA,NA,NA,NA
ASV_45218,Planctomycetota,Planctomycetes,Isosphaerales,Isosphaeraceae,Singulisphaera,NA
ASV_45219,Proteobacteria,Alphaproteobacteria,Rhizobiales,NA,NA,NA
ASV_45220,NA,NA,NA,NA,NA,NA
ASV_45221,NA,NA,NA,NA,NA,NA
ASV_45222,NA,NA,NA,NA,NA,NA
ASV_45223,NA,NA,NA,NA,NA,NA
ASV_45224,NA,NA,NA,NA,NA,NA
ASV_45225,Actinobacteriota,MB-A2-108,NA,NA,NA,NA
ASV_45226,NA,NA,NA,NA,NA,NA
ASV_45227,NA,NA,NA,NA,NA,NA
ASV_45228,Acidobacteriota,Acidobacteriae,NA,NA,Paludibaculum,NA
ASV_45229,NA,NA,NA,NA,NA,NA
ASV_45230,NA,NA,NA,NA,NA,NA
ASV_45231,NA,NA,NA,NA,NA,NA
ASV_45232,Acidobacteriota,Blastocatellia,45597,NA,NA,NA
ASV_45233,Verrucomicrobiota,Verrucomicrobiae,NA,NA,NA,NA
ASV_45234,NA,NA,NA,NA,NA,NA
ASV_45235,NA,NA,NA,NA,NA,NA
ASV_45236,NA,NA,NA,NA,NA,NA
ASV_45237,Proteobacteria,Gammaproteobacteria,Burkholderiales,NA,NA,NA
ASV_45238,NA,NA,NA,NA,NA,NA
ASV_45239,RCP2-54,NA,NA,NA,NA,NA
ASV_45240,NA,NA,NA,NA,NA,NA
ASV_45241,Proteobacteria,Alphaproteobacteria,Rhizobiales,NA,NA,NA
ASV_45242,Patescibacteria,Parcubacteria,Candidatus Zambryskibacteria,NA,NA,NA
ASV_45243,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,NA,NA
ASV_45244,Planctomycetota,Phycisphaerae,Tepidisphaerales,WD2101 soil group,NA,NA
ASV_45245,Planctomycetota,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,SM1A02,NA
ASV_45246,NA,NA,NA,NA,NA,NA
ASV_45247,NA,NA,NA,NA,NA,NA
ASV_45248,Firmicutes,Bacilli,Bacillales,NA,NA,NA
ASV_45249,Patescibacteria,Parcubacteria,NA,NA,NA,NA
ASV_45250,NA,NA,NA,NA,NA,NA
ASV_45251,Actinobacteriota,Actinobacteria,NA,NA,NA,NA
ASV_45252,Patescibacteria,Saccharimonadia,Saccharimonadales,NA,NA,NA
ASV_45253,NA,NA,NA,NA,NA,NA
ASV_45254,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,Chthoniobacteraceae,NA,NA
ASV_45255,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,NA,NA,NA
ASV_45256,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,Chthoniobacteraceae,NA,NA
ASV_45257,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,Chthoniobacteraceae,Candidatus Udaeobacter,NA
ASV_45258,NA,NA,NA,NA,NA,NA
ASV_45259,NA,NA,NA,NA,NA,NA
ASV_45260,Verrucomicrobiota,Verrucomicrobiae,NA,NA,NA,NA
ASV_45261,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,NA,NA,NA
ASV_45262,NA,NA,NA,NA,NA,NA
ASV_45263,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,Chthoniobacteraceae,Candidatus Udaeobacter,NA
ASV_45264,NA,NA,NA,NA,NA,NA
ASV_45265,NA,NA,NA,NA,NA,NA
ASV_45266,NA,NA,NA,NA,NA,NA
ASV_45267,NA,NA,NA,NA,NA,NA
ASV_45268,Dependentiae,Babeliae,Babeliales,Vermiphilaceae,NA,NA
ASV_45269,NA,NA,NA,NA,NA,NA
ASV_45270,NA,NA,NA,NA,NA,NA
ASV_45271,Proteobacteria,Gammaproteobacteria,CCD24,NA,NA,NA
ASV_45272,Proteobacteria,NA,NA,NA,NA,NA
ASV_45273,Myxococcota,Polyangia,Haliangiales,Haliangiaceae,Haliangium,NA
ASV_45274,Myxococcota,Polyangia,NA,NA,NA,NA
ASV_45275,Actinobacteriota,Acidimicrobiia,Microtrichales,Ilumatobacteraceae,NA,NA
ASV_45276,NA,NA,NA,NA,NA,NA
ASV_45277,NA,NA,NA,NA,NA,NA
ASV_45278,Myxococcota,Polyangia,Polyangiales,Polyangiaceae,Pajaroellobacter,NA
ASV_45279,Actinobacteriota,Thermoleophilia,Gaiellales,Gaiellaceae,Gaiella,NA
ASV_45280,NA,NA,NA,NA,NA,NA
ASV_45281,NA,NA,NA,NA,NA,NA
ASV_45282,NA,NA,NA,NA,NA,NA
ASV_45283,NA,NA,NA,NA,NA,NA
ASV_45284,Acidobacteriota,Holophagae,Subgroup 7,NA,NA,NA
ASV_45285,Proteobacteria,Gammaproteobacteria,NA,NA,NA,NA
ASV_45286,Proteobacteria,Alphaproteobacteria,Rhizobiales,NA,NA,NA
ASV_45287,Proteobacteria,Gammaproteobacteria,Burkholderiales,NA,NA,NA
ASV_45288,Proteobacteria,Gammaproteobacteria,Burkholderiales,NA,NA,NA
ASV_45289,NA,NA,NA,NA,NA,NA
ASV_45290,NA,NA,NA,NA,NA,NA
ASV_45291,NA,NA,NA,NA,NA,NA
ASV_45292,NA,NA,NA,NA,NA,NA
ASV_45293,Patescibacteria,Microgenomatia,Candidatus Daviesbacteria,NA,NA,NA
ASV_45294,Planctomycetota,Phycisphaerae,Tepidisphaerales,WD2101 soil group,NA,NA
ASV_45295,NA,NA,NA,NA,NA,NA
ASV_45296,NA,NA,NA,NA,NA,NA
ASV_45297,NA,NA,NA,NA,NA,NA
ASV_45298,NA,NA,NA,NA,NA,NA
ASV_45299,NA,NA,NA,NA,NA,NA
ASV_45300,Verrucomicrobiota,Chlamydiae,Chlamydiales,NA,NA,NA
ASV_45301,NA,NA,NA,NA,NA,NA
ASV_45302,NA,NA,NA,NA,NA,NA
ASV_45303,NA,NA,NA,NA,NA,NA
ASV_45304,NA,NA,NA,NA,NA,NA
ASV_45305,NA,NA,NA,NA,NA,NA
ASV_45306,NA,NA,NA,NA,NA,NA
ASV_45307,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,NA,NA
ASV_45308,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,NA,NA
ASV_45309,NA,NA,NA,NA,NA,NA
ASV_45310,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,Xiphinematobacteraceae,Candidatus Xiphinematobacter,NA
ASV_45311,NA,NA,NA,NA,NA,NA
ASV_45312,NA,NA,NA,NA,NA,NA
ASV_45313,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,NA,NA
ASV_45314,NA,NA,NA,NA,NA,NA
ASV_45315,NA,NA,NA,NA,NA,NA
ASV_45316,NA,NA,NA,NA,NA,NA
ASV_45317,NA,NA,NA,NA,NA,NA
ASV_45318,Verrucomicrobiota,Verrucomicrobiae,S-BQ2-57 soil group,NA,NA,NA
ASV_45319,Bacteroidota,Bacteroidia,NA,NA,NA,NA
ASV_45320,NA,NA,NA,NA,NA,NA
ASV_45321,NA,NA,NA,NA,NA,NA
ASV_45322,NA,NA,NA,NA,NA,NA
ASV_45323,NA,NA,NA,NA,NA,NA
ASV_45324,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,Roseisolibacter,NA
ASV_45325,NA,NA,NA,NA,NA,NA
ASV_45326,NA,NA,NA,NA,NA,NA
ASV_45327,NA,NA,NA,NA,NA,NA
ASV_45328,Acidobacteriota,Acidobacteriae,Bryobacterales,Bryobacteraceae,Bryobacter,NA
ASV_45329,NA,NA,NA,NA,NA,NA
ASV_45330,NA,NA,NA,NA,NA,NA
ASV_45331,NA,NA,NA,NA,NA,NA
ASV_45332,NA,NA,NA,NA,NA,NA
ASV_45333,NA,NA,NA,NA,NA,NA
ASV_45334,NA,NA,NA,NA,NA,NA
ASV_45335,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,NA,NA
ASV_45336,Proteobacteria,Gammaproteobacteria,Burkholderiales,NA,NA,NA
ASV_45337,NA,NA,NA,NA,NA,NA
ASV_45338,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,NA,NA
ASV_45339,Planctomycetota,Phycisphaerae,Tepidisphaerales,WD2101 soil group,NA,NA
ASV_45340,NA,NA,NA,NA,NA,NA
ASV_45341,Planctomycetota,Phycisphaerae,Tepidisphaerales,WD2101 soil group,NA,NA
ASV_45342,Planctomycetota,Phycisphaerae,Tepidisphaerales,NA,NA,NA
ASV_45343,NA,NA,NA,NA,NA,NA
ASV_45344,NA,NA,NA,NA,NA,NA
ASV_45345,NA,NA,NA,NA,NA,NA
ASV_45346,Abditibacteriota,Abditibacteria,Abditibacteriales,Abditibacteriaceae,Abditibacterium,NA
ASV_45347,NA,NA,NA,NA,NA,NA
ASV_45348,NA,NA,NA,NA,NA,NA
ASV_45349,NA,NA,NA,NA,NA,NA
ASV_45350,NA,NA,NA,NA,NA,NA
ASV_45351,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,NA,NA
ASV_45352,NA,NA,NA,NA,NA,NA
ASV_45353,NA,NA,NA,NA,NA,NA
ASV_45354,NA,NA,NA,NA,NA,NA
ASV_45355,NA,NA,NA,NA,NA,NA
ASV_45356,Proteobacteria,Gammaproteobacteria,NA,NA,NA,NA
ASV_45357,Proteobacteria,NA,NA,NA,NA,NA
ASV_45358,NA,NA,NA,NA,NA,NA
ASV_45359,Proteobacteria,Alphaproteobacteria,NA,NA,NA,NA
ASV_45360,NA,NA,NA,NA,NA,NA
ASV_45361,Proteobacteria,Alphaproteobacteria,NA,NA,NA,NA
ASV_45362,NA,NA,NA,NA,NA,NA
ASV_45363,Actinobacteriota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,NA,NA
ASV_45364,NA,NA,NA,NA,NA,NA
ASV_45365,NA,NA,NA,NA,NA,NA
ASV_45366,Firmicutes,Bacilli,NA,NA,NA,NA
ASV_45367,NA,NA,NA,NA,NA,NA
ASV_45368,Verrucomicrobiota,NA,NA,NA,NA,NA
ASV_45369,NA,NA,NA,NA,NA,NA
ASV_45370,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Pir4 lineage,NA
ASV_45371,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,NA,NA
ASV_45372,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,Xiphinematobacteraceae,Candidatus Xiphinematobacter,NA
ASV_45373,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,Chthoniobacteraceae,NA,NA
ASV_45374,NA,NA,NA,NA,NA,NA
ASV_45375,NA,NA,NA,NA,NA,NA
ASV_45376,Verrucomicrobiota,Chlamydiae,Chlamydiales,NA,NA,NA
ASV_45377,Bacteroidota,Bacteroidia,Flavobacteriales,NA,NA,NA
ASV_45378,NA,NA,NA,NA,NA,NA
ASV_45379,Actinobacteriota,Actinobacteria,NA,NA,NA,NA
ASV_45380,NA,NA,NA,NA,NA,NA
ASV_45381,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Cellvibrionaceae,Cellvibrio,NA
ASV_45382,Proteobacteria,NA,NA,NA,NA,NA
ASV_45383,NA,NA,NA,NA,NA,NA
ASV_45384,Proteobacteria,NA,NA,NA,NA,NA
ASV_45385,NA,NA,NA,NA,NA,NA
ASV_45386,Myxococcota,Polyangia,NA,NA,NA,NA
ASV_45387,NA,NA,NA,NA,NA,NA
ASV_45388,NA,NA,NA,NA,NA,NA
ASV_45389,NA,NA,NA,NA,NA,NA
ASV_45390,Acidobacteriota,Acidobacteriae,Acidobacteriales,Acidobacteriaceae (Subgroup 1),NA,NA
ASV_45391,Chloroflexi,TK10,NA,NA,NA,NA
ASV_45392,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,Chthoniobacteraceae,Candidatus Udaeobacter,NA
ASV_45393,NA,NA,NA,NA,NA,NA
ASV_45394,NA,NA,NA,NA,NA,NA
ASV_45395,Bacteroidota,Bacteroidia,NA,NA,NA,NA
ASV_45396,NA,NA,NA,NA,NA,NA
ASV_45397,WPS-2,NA,NA,NA,NA,NA
ASV_45398,Patescibacteria,ABY1,Candidatus Magasanikbacteria,NA,NA,NA
ASV_45399,NA,NA,NA,NA,NA,NA
ASV_45400,NA,NA,NA,NA,NA,NA
ASV_45401,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,NA,NA,NA
ASV_45402,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,Chthoniobacteraceae,Chthoniobacter,NA
ASV_45403,NA,NA,NA,NA,NA,NA
ASV_45404,NA,NA,NA,NA,NA,NA
ASV_45405,Proteobacteria,Gammaproteobacteria,NA,NA,NA,NA
ASV_45406,NA,NA,NA,NA,NA,NA
ASV_45407,Myxococcota,bacteriap25,NA,NA,NA,NA
ASV_45408,Actinobacteriota,Thermoleophilia,Solirubrobacterales,67-14,NA,NA
ASV_45409,NA,NA,NA,NA,NA,NA
ASV_45410,NA,NA,NA,NA,NA,NA
ASV_45411,NA,NA,NA,NA,NA,NA
ASV_45412,NA,NA,NA,NA,NA,NA
ASV_45413,NA,NA,NA,NA,NA,NA
ASV_45414,Proteobacteria,Gammaproteobacteria,Burkholderiales,NA,NA,NA
ASV_45415,NA,NA,NA,NA,NA,NA
ASV_45416,NA,NA,NA,NA,NA,NA
ASV_45417,NA,NA,NA,NA,NA,NA
ASV_45418,Proteobacteria,Gammaproteobacteria,Burkholderiales,NA,NA,NA
ASV_45419,Planctomycetota,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,SM1A02,NA
ASV_45420,NA,NA,NA,NA,NA,NA
ASV_45421,Bacteroidota,Bacteroidia,Sphingobacteriales,env.OPS 17,NA,NA
ASV_45422,NA,NA,NA,NA,NA,NA
ASV_45423,NA,NA,NA,NA,NA,NA
ASV_45424,NA,NA,NA,NA,NA,NA
ASV_45425,NA,NA,NA,NA,NA,NA
ASV_45426,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiaceae,Roseimicrobium,NA
ASV_45427,Verrucomicrobiota,Chlamydiae,Chlamydiales,NA,NA,NA
ASV_45428,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,NA,NA,NA
ASV_45429,NA,NA,NA,NA,NA,NA
ASV_45430,NA,NA,NA,NA,NA,NA
ASV_45431,Planctomycetota,OM190,NA,NA,NA,NA
ASV_45432,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NA,NA
ASV_45433,NA,NA,NA,NA,NA,NA
ASV_45434,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,Xiphinematobacteraceae,Candidatus Xiphinematobacter,NA
ASV_45435,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiaceae,Roseimicrobium,NA
ASV_45436,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Pir4 lineage,NA
ASV_45437,NA,NA,NA,NA,NA,NA
ASV_45438,NA,NA,NA,NA,NA,NA
ASV_45439,Bacteroidota,Bacteroidia,Sphingobacteriales,NA,NA,NA
ASV_45440,Actinobacteriota,Acidimicrobiia,NA,NA,NA,NA
ASV_45441,NA,NA,NA,NA,NA,NA
ASV_45442,NA,NA,NA,NA,NA,NA
ASV_45443,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,NA,NA,NA
ASV_45444,NA,NA,NA,NA,NA,NA
ASV_45445,Verrucomicrobiota,Verrucomicrobiae,Opitutales,Opitutaceae,Lacunisphaera,NA
ASV_45446,Proteobacteria,Alphaproteobacteria,Rhizobiales,NA,NA,NA
ASV_45447,Proteobacteria,Gammaproteobacteria,Burkholderiales,NA,NA,NA
ASV_45448,Firmicutes,Bacilli,NA,NA,NA,NA
ASV_45449,NA,NA,NA,NA,NA,NA
